id_firma,domeniu,emailuri,pagini_ok,nota
2469,dmfpoliplast.ro,anca.zaharia@dmfpoliplast.ro;cruceanu.dana@dmfpoliplast.ro;diana.darmanescu@dmfpoliplast.ro;office@dmfpoliplast.ro;paula.toma@dmfpoliplast.ro,2,
2495,vrancart.ro,,5,
28,chimcomplex.ro,,0,
38,dafermann.ro,office@dafermann.ro,1,
68,panimon.ro,alina.avramescu@panimon.ro;marius.rebegea@panimon.ro;miruna.anghel@panimon.ro;narcis.sfirlog@panimon.ro;office@panimon.ro;patrik.keresztesi@panimon.ro,4,
81,salofarmlogistic.ro,,5,
101,bigconf.ro,,1,
126,moderncalor.ro,office@moderncalor.ro;relatii.clienti@moderncalor.ro,2,
136,samcomas.ro,,1,
155,braicoop.ro,office@braicoop.ro,4,
178,originalserv.ro,,1,
210,archibus.ro,,7,
223,aviamotors.ro,%20alina.avram@aviamotors.ro;%20bogdan.dobranici@aviamotors.ro;%20catalin.balaban@aviamotors.ro;%20cornelia.necula@aviamotors.ro;%20cristian.chirciu@aviamotors.ro;%20daniel.balaban@aviamotors.ro;%20magda.matei@aviamotors.ro;%20mihai.coscovatu@aviamotors.ro;%20petrinel.stanciu@aviamotors.ro;%20radu.florescu@aviamotors.ro;%20theodora.toma@aviamotors.ro;alina.avram@aviamotors.ro;bogdan.dobranici@aviamotors.ro;catalin.balaban@aviamotors.ro;cornelia.necula@aviamotors.ro;cristian.chirciu@aviamotors.ro;daniel.balaban@aviamotors.ro;magda.matei@aviamotors.ro;mihai.coscovatu@aviamotors.ro;petrinel.stanciu@aviamotors.ro;radu.florescu@aviamotors.ro;theodora.toma@aviamotors.ro,2,
244,cddrelocation.ro,office@cddrelocation.ro,2,
288,imsat.ro,,1,robots inaccesibil
329,luxten.com,,3,
346,omniasig.ro,office@omniasig.ro;suport.clienti@omniasig.ro,2,
378,pazo.ro,office@pazo.ro,4,
397,porternovelli.com,,7,
416,procreditbank.ro,,4,
439,radcom.ro,office@radcom.ro,7,
411,prisum.ro,,7,
442,randstad.com,complianceofficer@randstad.com;privacyofficer@randstad.com,3,
467,romconsulting.ro,,4,
487,samsung.com,,1,
518,skanska.ro,,7,
548,studioartconstruct.ro,,1,
580,tiriacauto.ro,,1,
595,trustmotors.ro,info@trustmotors.ro,4,
616,valoria.ro,%20info@valoria.ro;info@valoria.ro,2,
635,vitalis.ro,,2,
650,wipro.com,,3,
669,arobs.ro,,7,
686,blade.ro,office@blade.ro,5,
706,centrulmedical.com,office@centrulmedical.com;radiologie@centrulmedical.com,2,
720,coratim.ro,office@coratim.ro,3,
745,eastgrain.ro,avram@eastgrain.ro;csr@eastgrain.ro;dragoi@eastgrain.ro;gothard@eastgrain.ro;győri@eastgrain.ro;kis@eastgrain.ro;office@eastgrain.ro;palfi@eastgrain.ro;pop@eastgrain.ro;reszler@eastgrain.ro;ri@eastgrain.ro;rusu@eastgrain.ro;serbanescu@eastgrain.ro;serdean@eastgrain.ro;szilagyi@eastgrain.ro;tamas.gaspar@eastgrain.ro;valentina.neamtiu@eastgrain.ro,1,
759,englmayer.ro,,1,
789,fujikura.com,,6,
807,greenweee.ro,office@greenweee.ro,4,
820,hirsch-porozell.ro,,1,
835,iquesttechnologies.com,,1,
846,lalorraine.ro,,0,robots inaccesibil
863,medimages.ro,office@medimages.ro,4,
878,morphoza.ro,,2,
899,novaservis.ro,,2,
910,pehart.ro,,7,
923,prodvinalco.ro,actionari@prodvinalco.ro;prodvinalco@prodvinalco.ro,4,
935,recognos.ro,,1,
950,rottaprint.com,sales@rottaprint.com,3,
963,selectadvertising.ro,office@selectadvertising.ro,7,
981,studiumgreen.ro,vanzari@studiumgreen.ro,3,
1014,trasmec.com,sales@trasmec.com;service@trasmec.com;spares@trasmec.com,2,
1032,verla.ro,bucuresti@verla.ro;cluj@verla.ro;echipamente@verla.ro;iasi@verla.ro;service@verla.ro;tehnic@verla.ro,2,
1045,wipindustries.ro,,1,
1071,arcif.ro,contact@arcif.ro,1,
1085,citygas.ro,,1,
1096,ecometalrecycling.com,,1,
1114,mairon-tubes.ro,,3,
1139,staer.ro,cv@staer.ro;info@staer.ro;office@staer.ro;reclamatii@staer.ro,2,
1156,antibiotice.ro,farmacovigilenta@antibiotice.ro;nicusor.cazan@antibiotice.ro;office.bucuresti@antibiotice.ro;office@antibiotice.ro;secretariat@antibiotice.ro;sigmedveterinare@antibiotice.ro,3,
1168,avitop.ro,avitop@avitop.ro;avitop@www.avitop.ro,4,
1192,colectmetal.ro,office@colectmetal.ro;ofice@colectmetal.ro,4,
1210,ekysam.ro,contact@ekysam.ro,7,
1228,grupconstructiiest.ro,office@grupconstructiiest.ro,1,
1240,lincortrans.ro,office@lincortrans.ro,1,
1253,moldova.ro,,4,
1265,proinvestgroup.ro,office@proinvestgroup.ro,2,
1281,signanthealth.com,,2,
1291,transgor-logistik.ro,,3,
1484,cambrio.com,,7,
1672,farma.ro,,2,
1707,framo.ro,info@framo.ro,1,
1845,macosolar.ro,comenzi@macosolar.ro;oferte@macosolar.ro;reclamatii@macosolar.ro,3,
1909,moldviocom.ro,,4,
1997,petry.ro,,1,
2085,romsafe.ro,office@romsafe.ro,3,
2172,telog.ro,,1,
2204,total.com,,3,
2230,tututrans.ro,,1,
2299,cersanitromania.ro,,0,robots inaccesibil
2316,medasimpex.ro,,0,robots inaccesibil
2333,volta.ro,depozit.braila@volta.ro;depozit.brasov@volta.ro;depozit.iasi@volta.ro;depozit.piatraneamt@volta.ro;showroom.iasi@volta.ro;showroom.piatraneamt@volta.ro,4,
2358,darex.ro,office@darex.ro,4,
2369,expresseuroscan.ro,,1,
2378,killer.ro,,4,
2394,promobila.ro,,2,
2410,superstarcom.ro,office@superstarcom.ro,4,
2430,enachemorarit.ro,,1,
2440,perpetuus.ro,office@perpetuus.ro,2,
2457,autobestcenter.ro,,1,
2477,metaleinternational.ro,office@metaleinternational.ro,2,
