id_firma,sursa,firma,judet,localitate,persoana,email1,email2,telefon1,telefon2,cui,adresa,nume_norm,surse,nr_duplicate
1980,suplimentar,OXTRADE CONTRACT SRL,MURES,Corunca,,,,,,3453171,,OXTRADE CONTRACT,suplimentar,1
1981,mures,PACOVIS ROMANIA SRL,MURES,Targu Mures,Leszai Karin Edith,,office@pacovis.ro,0740088100,0742130082,,,PACOVIS ROMANIA,mures,1
1982,mures,PAI AGROCOMPLEX SRL,MURES,Tarnaveni,Popa Adrian Manuel,pai.agrocomplex@gmail.com,,0748894514,,,,PAI AGROCOMPLEX,mures,1
1983,mures,PALAS COM SRL,MURES,Targu Mures,Matei Ilie,office@palascom.ro,contabilitate@palascom.ro,0742147144,0746244710,,,PALAS COM,mures,1
1984,mures,PALLBOX AMBALAJE SRL,MURES,Targu Mures,Moroianu Cosmin Catalin,,,,,,,PALLBOX AMBALAJE,mures,1
1985,suplimentar,PANI PLAST SRL,MURES,Reghin,,veronicabotos@yahoo.com,,0742099595,0740702130,68543,,PANI PLAST,suplimentar,1
1986,mures,PARAT TECHNOLOGY ROMANIA SRL,MURES,Albesti,Siklodi Denes,info-ro@parat.eu,info-ro@parat-technology.com,0743226963,,,,PARAT TECHNOLOGY ROMANIA,mures,1
1987,mures,PARCON FREIWALD SRL,MURES,Targu Mures,Freiwald Franz Georg,mures@parconfreiwald.ro,cluj@parconfreiwald.ro,0733008798,0730708431,,,PARCON FREIWALD,mures,1
1988,suplimentar,PARTS BY TESSA SRL,MURES,Targu Mures,,,,,,3895607,,PARTS BY TESSA,suplimentar,1
1989,suplimentar,PASIFLORA FARM SRL,MURES,Ceuasu De Campie,,farmaciapasiflora@yahoo.ro,,0740031813,,425382,,PASIFLORA FARM,suplimentar,1
1990,suplimentar,PATICO DELICATESE SRL,MURES,Reghin,,,,,,1319396,,PATICO DELICATESE,suplimentar,1
1991,suplimentar,PEDROGROUP AGRO SRL,MURES,Targu Mures,,office@tractoare-ro.ro,contact@pedrogroup.ro,0755631931,0744643530,1682940,,PEDROGROUP AGRO,suplimentar,1
1992,suplimentar,PEG PEREGO SRL,MURES,Sancraiu De Mures,,daniela.dalalau@pegperego.it,,,,1385400,,PEG PEREGO,suplimentar,1
1993,mures,PERFORMANCE SRL,MURES,Corunca,Mihaly Ioan,vanzari@electrostar-mures.ro,office@electrostar-mures.ro,0734123877,,,,PERFORMANCE,mures,1
1994,suplimentar,PERIN SRL,MURES,Sighisoara,,info@salanuntisighisoara.ro,contact@hotelimperialsighisoara.ro,0770487428,0744609148,18383,,PERIN,suplimentar,1
1995,mures,PET RECYCLING TEAM TARGU MURES SA,MURES,Targu Mures,Moloiu Mihail,,,,,,,PET RECYCLING TEAM TARGU MURES,mures,1
1996,suplimentar,PETCO SRL,MURES,Sovata,,petcosovata@gmail.com,,0747115343,0741172082,119970,,PETCO,suplimentar,1
1997,mures,PETRY RETAIL SRL,MURES,Targu Mures,Petry Zalan Endre,,,0734730371,0770499769,,,PETRY RETAIL,mures,1
1998,suplimentar,PICK UP SRL,MURES,Budiu Mic,,vanzari@pick-up.ro,sales@pick-up.ro,0756087089,0752417417,1207572,,PICK UP,suplimentar,1
1999,mures,PIG BAND SRL,MURES,Band,Szabo Ioan,pig_band@freemail.hu,pig.band@yahoo.com,0733683261,,,,PIG BAND,mures,1
2000,mures,PIINEA DE CASA SRL,MURES,Sangeorgiu De Mures,Kovacs Bela,hr@kovacs.ro,office@kovacs.ro,0733052101,0746022883,,,PIINEA DE CASA,mures,1
2001,suplimentar,PIKO COM SRL,MURES,Sovata,,,,0743902760,0745059913,153840,,PIKO COM,suplimentar,1
2002,suplimentar,PKD GRUP SRL,MURES,Sangeorgiu De Mures,,secretariat@pkdgrup.ro,office@pkdgrup.ro,0744512728,0744511663,507065,,PKD GRUP,suplimentar,1
2003,mures,PLASMASERV SRL,MURES,Targu Mures,Varzar Tiberiu Vladimir,service@plasmaserv.ro,marketing@plasmaserv.ro,0757100252,0757100250,,,PLASMASERV,mures,1
2004,suplimentar,PLASMATERM SA,MURES,Targu Mures,,secretariat@plasmaterm.ro,office@plasmaterm.ro,0730708011,0729156553,209,,PLASMATERM,suplimentar,1
2005,suplimentar,PLASTIC ENGINEERING SRL,MURES,Targu Mures,,office@plasticeng.ro,,0746049561,,1397815,,PLASTIC ENGINEERING,suplimentar,1
2006,mures,PLAYSYS SRL,MURES,Targu Mures,More Tibor,contact@contiplay.ro,playsys2005@gmail.com,,,,,PLAYSYS,mures,1
2007,mures,PLEURO IND SRL,MURES,Targu Mures,Forgaci Iosif,office@pleuro.ro,,0730330600,,,,PLEURO IND,mures,1
2008,mures,POLARIS COM SRL,MURES,Sovata,Polotca Ioan,polaris@szovata.ro,,0753025361,0744591950,,,POLARIS COM,mures,1
2009,suplimentar,POLI IZO CONSTRUCT SRL,MURES,Ludus,,poli_izo@yahoo.com,office.poliizo@gmail.com,0727897000,0731353896,1297374,,POLI IZO CONSTRUCT,suplimentar,1
2010,mures,PONDEROSA COMPANY SRL,MURES,Targu Mures,Matei Ilie,ponderosacompany@yahoo.com,,0745062855,,,,PONDEROSA COMPANY,mures,1
2011,suplimentar,POPAS SIMPATHY SRL,MURES,Sanisor,,popassimpathy@yahoo.com,,0751309200,,1414663,,POPAS SIMPATHY,suplimentar,1
2012,suplimentar,POWER SUPPLY SYSTEMS UPS SRL,MURES,Targu Mures,,office@upss.ro,comenzi@upss.ro,0729883715,0727851781,8078,,POWER SUPPLY SYSTEMS UPS,suplimentar,1
2013,mures,PREMACO SA,MURES,Ungheni,Tibrea Viorel Alexandru,office@premaco.ro,office@hotelconcrete.ro,0730711933,0730711921,,,PREMACO,mures,1
2014,suplimentar,PRESTCONSTAR SRL,MURES,Campenita,,contact@prestconstar.ro,prestconstar@yahoo.com,0742664124,,1508726,,PRESTCONSTAR,suplimentar,1
2015,mures,PRIMACOM SRL,MURES,Targu Mures,Petry Zsolt Janos,marketing@petry.ro,info@petry.ro,0722315018,0735206265,,,PRIMACOM,mures,1
2016,mures,PRIMER ELECTRO SRL,MURES,Targu Mures,Kocsis Lajos,office@centrudesticla.ro,marketing@centrudesticla.ro,0747507071,0744556477,,,PRIMER ELECTRO,mures,1
2017,mures,PRIMEX MURES SRL,MURES,Targu Mures,Tampanariu Nicolae,office@primex.ro,primexms@orizont.net,0744299500,,,,PRIMEX MURES,mures,1
2018,suplimentar,PRINTEX BTE PRODUCTION SRL,MURES,Sighisoara,,sales@printex-bte.ro,,0770556259,,3095828,,PRINTEX BTE PRODUCTION,suplimentar,1
2019,suplimentar,PRIVO IN SRL,MURES,Targu Mures,,rezervari@hotelprivo.ro,office@hotelprivo.ro,0736336633,,1302041,,PRIVO IN,suplimentar,1
2020,suplimentar,PRO CARDIA SRL,MURES,Targu Mures,,vanzari@procardia.ro,management@procardia.ro,0752197123,0746262610,331666,,PRO CARDIA,suplimentar,1
2021,suplimentar,PRO ELECTRO CASA SRL,MURES,Corunca,,electrocasa@gmail.com,officeelectrocasa@gmail.com,0744216132,0724049296,817261,,PRO ELECTRO CASA,suplimentar,1
2022,suplimentar,PRO EX 2005 SRL,MURES,Targu Mures,,proex_2005@yahoo.com,,,0728099190,1363061,,PRO EX 2005,suplimentar,1
2023,suplimentar,PRO MEAT 3000 SRL,MURES,Targu Mures,,office@pacovis.ro,desfacere@pacovis.ro,0742238399,0742238398,818193,,PRO MEAT 3000,suplimentar,1
2024,mures,PROBICONS SRL,MURES,Reghin,Biro Ianos,contact@probicons.ro,,0744890609,,,,PROBICONS,mures,1
2025,suplimentar,PROCOPET GROUP SRL,MURES,Sangeorgiu De Mures,,info@rovo.ro,info@govideo.ro,0742513553,,1356853,,PROCOPET GROUP,suplimentar,1
2026,suplimentar,PROD COM ELECTRIC SRL,MURES,Sangeorgiu De Mures,,,,0745550234,,1698107,,PROD COM ELECTRIC,suplimentar,1
2027,suplimentar,PRODCARMI SRL,MURES,Targu Mures,,prodcarmi@yahoo.com,,0742200600,0720536300,331330,,PRODCARMI,suplimentar,1
2028,mures,PROENERG SRL,MURES,Targu Mures,Nagy Tamas,office@electrolight.ro,comenzi@electrolight.ro,0722662050,0722385138,,,PROENERG,mures,1
2029,suplimentar,PROFESIONAL ROM GUARD SECURITY SRL,MURES,Targu Mures,,,,,,3635449,,PROFESIONAL ROM GUARD SECURITY,suplimentar,1
2030,mures,PROFESSIONAL RECYCLE SRL,MURES,Targu Mures,Husti Calin George,office@professionalrecycle.ro,,0724361038,0733671082,,,PROFESSIONAL RECYCLE,mures,1
2031,mures,PROFESSIONAL RECYCLE TECHNOLOGY SRL,MURES,Targu Mures,Husti Calin George,,,,,,,PROFESSIONAL RECYCLE TECHNOLOGY,mures,1
2032,mures,PROFIL IMPORT EXPORT SRL,MURES,Reghin,Fulop Gheorghe,office@scprofil.ro,scprofilsrl@yahoo.com,0741140880,0740494695,,,PROFIL IMPORT EXPORT,mures,1
2033,suplimentar,PROFITEC SRL,MURES,Targu Mures,,office@concept-9.ro,mircea@profitec.ro,0741719999,0744771991,36043,,PROFITEC,suplimentar,1
2034,mures,PROFLEX AUTOMOTIVE SRL,MURES,Reghin,Buzoianu Vlad Mihai,automotive@proflex.ro,office@proflex.ro,,0754756555,,,PROFLEX AUTOMOTIVE,mures,1
2035,suplimentar,PROFLEX BV SRL,MURES,Solovastru,,george.dusa@proflex.ro,,0771576228,0755235302,1576637,,PROFLEX BV,suplimentar,1
2036,mures,PROFLEX SRL,MURES,Reghin,Popescu Oana Maria,financiar@proflex.ro,office@proflex.ro,0729755808,0752074303,,,PROFLEX,mures,1
2037,mures,PROFLEX SUD SRL,MURES,Reghin,Nicolau Stefan,office@protech.ro,craiova@proflex.ro,0755088911,0755088912,,,PROFLEX SUD,mures,1
2038,suplimentar,PROLINIARUT SRL,MURES,Reghin,,office@proliniarut.ro,proliniarut@yahoo.com,0752151831,0742059979,1868412,,PROLINIARUT,suplimentar,1
2039,suplimentar,PROMARK TRADE SRL,MURES,Bogata,,promark.trade@yahoo.com,,0770787597,0731312429,1207896,,PROMARK TRADE,suplimentar,1
2040,mures,PROMEDIVET SRL,MURES,Sovata,Fazakas Mihaly,office@promedivet.ro,,0748052633,0745660433,,,PROMEDIVET,mures,1
2041,suplimentar,PROMOBDECOR SRL,MURES,Nazna,,,,0728852162,0722633121,91,,PROMOBDECOR,suplimentar,1
2042,mures,PRONTO UNIVERSAL SRL,MURES,Targu Mures,Azbe Csaba Stelian Paul,pronto.salarizare@romchim.ro,office@romchim.ro,0744692226,,,,PRONTO UNIVERSAL,mures,1
2043,suplimentar,PROTELCON SRL,MURES,Reghin,,,,0729152728,0726010128,196313,,PROTELCON,suplimentar,1
2044,mures,PROTENA SRL,MURES,Sanpaul,Laczko Denes Zsolt,office@ubmfeed.ro,,0745389668,0749083388,,,PROTENA,mures,1
2045,mures,PURAMA SRL,MURES,Targu Mures,Moga Paul Cristian,paul.moga@purama.ro,,0722400075,,,,PURAMA,mures,1
2046,suplimentar,QFLUID SRL,MURES,Targu Mures,,qfluid@qfluid.ro,,,,4096213,,QFLUID,suplimentar,1
2047,mures,QUALIPLANT SRL,MURES,Nazna,Pohrib Noemi Gianina,office@qualiplant.ro,ionut@qualiplant.ro,0758980157,0755153289,,,QUALIPLANT,mures,1
2048,mures,QUINTUS SRL,MURES,Sovata,Kali Zoltan,sales@hotelcrystal.ro,reception@hotelcrystal.ro,,,,,QUINTUS,mures,1
2049,suplimentar,RADAN SERV SRL,MURES,Hodac,,radanserv2010@gmail.com,,0741182127,0749016925,161599,,RADAN SERV,suplimentar,1
2050,suplimentar,RAGCL SA,MURES,Reghin,,office@ragcl.ro,achizitii@ragcl.ro,0723584746,,293583,,RAGCL,suplimentar,1
2051,suplimentar,RAMADEL COM SRL,MURES,Cucerdea,,ramadelcom@yahoo.com,,0766450936,0741643778,484533,,RAMADEL COM,suplimentar,1
2052,suplimentar,RAMINA SRL,MURES,Reghin,,office@ramina.ro,contact@ramina.ro,0746108567,0746108568,479460,,RAMINA,suplimentar,1
2053,suplimentar,RAUL AGROCOM SRL,MURES,Voiniceni,,raulagrocom@yahoo.ro,,0758036851,0748967672,1363680,,RAUL AGROCOM,suplimentar,1
2054,mures,RCB DEVELOPMENT OFFICE SA,MURES,Targu Mures,Benta Remus Aurel,,v.cetina@rcboffice.ro,0731230725,,,,RCB DEVELOPMENT OFFICE,mures,1
2055,suplimentar,REAL POKER SRL,MURES,Targu Mures,,,office@bluesky.ro,0744910486,0728873450,1699199,,REAL POKER,suplimentar,1
2056,suplimentar,RECRIMCO CONSULTING SRL,MURES,Tarnaveni,,info@recrimco.com,,,0755966658,3647907,,RECRIMCO CONSULTING,suplimentar,1
2057,mures,RECYCLING PROD SRL,MURES,Bardesti,Nistor Vasile Mihai,deseuri@recyclingprod.ro,recyclingprod@yahoo.com,0723368304,0744334122,,,RECYCLING PROD,mures,1
2058,suplimentar,REDATRONIC SERV SRL,MURES,Targu Mures,,office@redatronic.ro,adriana.marginean@redatronic.ro,0729484848,0742358544,27188,,REDATRONIC SERV,suplimentar,1
2059,mures,REEA SRL,MURES,Targu Mures,Masca Dan Sorin,office@instalnews.ro,redactia@revistatus.ro,0746120668,0745992463,,,REEA,mures,1
2060,suplimentar,REHABCARE SRL,MURES,Livezeni,,,,,,3272524,,REHABCARE,suplimentar,1
2061,mures,REICHON SRL,MURES,Targu Mures,Dobo Ellemer,office@reichon.ro,rch_construction@yahoo.com,0744394158,0728347090,,,REICHON,mures,1
2062,mures,REIEF METAL COLECT SRL,MURES,Targu Mures,Feier Sebastian Ioan,reiefmetal@gmail.com,,0744774599,,,,REIEF METAL COLECT,mures,1
2063,mures,REIEF NEFERO SRL,MURES,Targu Mures,Feier Sebastian Ioan,nelutufeier@yahoo.com,gudasz@rdslink.ro,,0744774599,,,REIEF NEFERO,mures,1
2064,mures,REMEI ROMANIA SRL,MURES,Targu Mures,Pavlov Nicolae,office@remei.ro,,0726398788,,,,REMEI ROMANIA,mures,1
2065,mures,REMEX SA,MURES,Reghin,Joarza Calin,secretariat@remex.ro,office@remex.ro,0741182121,,,,REMEX,mures,1
2066,mures,RENANIA TRADE SRL,MURES,Targu Mures,Szasz Orlando Mihai,office@renania.ro,comanda@renania.ro,0731795833,0725995854,,,RENANIA TRADE,mures,1
2067,mures,RETA COM SRL,MURES,Targu Mures,Szasz Mihaly,office@retacom.ro,,0744156372,0728224901,,,RETA COM,mures,1
2068,mures,REXO GOLD SRL,MURES,Targu Mures,Rusz Janos Gyorgy,office@rexogold.ro,ldkbandi@yahoo.com,0745251111,,,,REXO GOLD,mures,1
2069,suplimentar,RIAD TRADE SRL,MURES,Ludus,,feliutza2002@yahoo.com,,0744477642,,90603,,RIAD TRADE,suplimentar,1
2070,mures,RICHIGER SRL,MURES,Apold,Von Meding Maximilian Andreas Dominik,,,,0747637454,,,RICHIGER,mures,1
2071,suplimentar,RIVER HOTEL & SPA SRL,MURES,Ludus,,rezervari@hotelriver.ro,,0745108010,,3805916,,RIVER HOTEL SPA,suplimentar,1
2072,mures,RO DACIA COM SRL,MURES,Ludus,Moldovan Alexandrina,office@rodacia.ro,alexandrina@rodacia.ro,0720010091,,,,RO DACIA COM,mures,1
2073,suplimentar,RO ECOLOGIC RECYCLING SRL,MURES,Vidrasau,,info@roecologic.ro,mediu@roecologic.ro,0758116616,0748114555,1818522,,RO ECOLOGIC RECYCLING,suplimentar,1
2074,mures,ROB CONSTRUCT SRL,MURES,Valea Larga,Oltean Ioan,air.oltean@yahoo.com,,0728892704,0723709013,,,ROB CONSTRUCT,mures,1
2075,suplimentar,ROBERT SERV SRL,MURES,Campenita,,office@robertserv.ro,,0740136304,,818142,,ROBERT SERV,suplimentar,1
2076,mures,ROBOTIC MANAGEMENT SRL,MURES,Targu Mures,Varga Robert Rolland,,,,,,,ROBOTIC MANAGEMENT,mures,1
2077,suplimentar,RODISER EXPRES SRL,MURES,Targu Mures,,rodisersrl@gmail.com,,0722441474,,1894397,,RODISER EXPRES,suplimentar,1
2078,suplimentar,ROLL PRODCOMIMPEX SRL,MURES,Targu Mures,,office@piesedaciaonline.ro,janostg@yahoo.com,0730625495,0770972783,68329,,ROLL PRODCOMIMPEX,suplimentar,1
2079,mures,ROMARIS SRL,MURES,Targu Mures,Nitu Ioan Marcel,,office@romaris.ro,0733933702,0744327177,,,ROMARIS,mures,1
2080,mures,ROMCHIM SRL,MURES,Targu Mures,Moldovan Cornel,office@romchim.ro,productie@romchim.ro,0735804116,,,,ROMCHIM,mures,1
2081,mures,ROMETAL DIANIS SRL,MURES,Ludus,Nemes Sorin,rometaldianis@gmail.com,,0731010060,0731010052,,,ROMETAL DIANIS,mures,1
2082,suplimentar,ROMFLAG SRL,MURES,Recea,,office@romflag.ro,,0755120228,,1593952,,ROMFLAG,suplimentar,1
2083,suplimentar,ROMINSTA SRL,MURES,Cristesti,,office@rominsta.ro,sales@rominsta.ro,0747240338,0727212170,35750,,ROMINSTA,suplimentar,1
2084,suplimentar,ROMMETAL ENGINEERING SRL,MURES,Livezeni,,,,0756253365,0749099459,3058127,,ROMMETAL ENGINEERING,suplimentar,1
2085,mures,ROMSAFE TRADE SRL,MURES,Nazna,Strete Calin Sebastian,,,,,,,ROMSAFE TRADE,mures,1
2086,mures,ROMSTAL MURES SRL,MURES,Targu Mures,Hodor Zoltan,office@romstalmures.ro,comercial@romstalmures.ro,0727737515,0723353280,,,ROMSTAL MURES,mures,1
2087,mures,ROMUR SA,MURES,Targu Mures,,office@romur.ro,,0747366029,,,,ROMUR,mures,1
2088,suplimentar,ROTECOM GLASS SRL,MURES,Targu Mures,,,comenzi@rotecom.ro,0744342069,,153769,,ROTECOM GLASS,suplimentar,1
2089,suplimentar,ROVITA FLORA SRL,MURES,Sangeorgiu De Mures,,info@rovitaflora.ro,rovitaflora@gmail.com,0774069971,,3114187,,ROVITA FLORA,suplimentar,1
2090,suplimentar,ROXCOM SRL,MURES,Tarnaveni,,,,,,1301136,,ROXCOM,suplimentar,1
2091,suplimentar,ROYAL AUTOMOBILE MURES SRL,MURES,Sancraiu De Mures,,royalautomobilemures@yahoo.com,,0740637324,0741057777,3660495,,ROYAL AUTOMOBILE MURES,suplimentar,1
2092,suplimentar,ROYAL DRU AGRO SRL,MURES,Cristesti,,office@dru.ro,info@dru.ro,0771772978,0739851866,3718986,,ROYAL DRU AGRO,suplimentar,1
2093,mures,ROYAL DRU PARTS SRL,MURES,Targu Mures,Luca Orsolya Beata,,info@dru.ro,0758117334,0771772978,,,ROYAL DRU PARTS,mures,1
2094,mures,ROYAL GERMAN FISH & SEAFOOD SRL,MURES,Tarnaveni,Jikeli Erich Johann,info@royalfish.ro,,,,,,ROYAL GERMAN FISH SEAFOOD,mures,1
2095,suplimentar,RS DIAGNOSTICS SRL,MURES,Targu Mures,,rsdiagnostics2020@gmail.com,,0757029110,0745613101,3054456,,RS DIAGNOSTICS,suplimentar,1
2096,mures,RUCK VENTILATOARE SRL,MURES,Tarnaveni,Gerhard Erwin Ruck,info@ruck.eu,service@ruck.eu,0752178426,0743068134,,,RUCK VENTILATOARE,mures,1
2097,mures,RUSANCOM PROD SRL,MURES,Nazna,Sipos Mioara,secretariat@rusancom.ro,office@rusancom.ro,0769006369,0769006383,,,RUSANCOM PROD,mures,1
2098,suplimentar,SABASCRELST SRL,MURES,Cornesti,,,,0721673414,,3682449,,SABASCRELST,suplimentar,1
2099,suplimentar,SABISOR SRL,MURES,Reghin,,office@sabisor.ro,sabin.gliga@sabisor.ro,,0745897062,1208133,,SABISOR,suplimentar,1
2100,suplimentar,SAF COM SRL,MURES,Zau De Campie,,scsafcomsrl@yahoo.com,,0747225669,0742090870,425726,,SAF COM,suplimentar,1
2101,suplimentar,SAIP AUTOMATION INTERNATIONAL SRL,MURES,Sancraiu De Mures,,office@saip.ro,ovidiu.alexoae@saip.ro,0733510866,0736102655,3253517,,SAIP AUTOMATION INTERNATIONAL,suplimentar,1
2102,suplimentar,SALMO IMPEX SRL,MURES,Campu Cetatii,,halaszcsarda95@gmail.com,salmoimpex@gmail.com,0744396660,0724236465,331398,,SALMO IMPEX,suplimentar,1
2103,mures,SAMARCU SRL,MURES,Ludus,Ciobotaru Anca,,,,,,,SAMARCU,mures,1
2104,suplimentar,SAN DORA MED SRL,MURES,Targu Mures,,office@doraoptics.ro,,,,3295085,,SAN DORA MED,suplimentar,1
2105,suplimentar,SANICOM SRL,MURES,Ludus,,f.sanicomtarnaveni@sanicom.ro,f.sanicom7noiembrie@sanicom.ro,0771664394,0771521801,331350,,SANICOM,suplimentar,1
2106,mures,SANLACTA SRL,MURES,Santana De Mures,Berindeie Maria,office@sanlacta.ro,,,,,,SANLACTA,mures,1
2107,suplimentar,SAPORE DI BOSCO SRL,MURES,Corunca,,,,,,1916269,,SAPORE DI BOSCO,suplimentar,1
2108,suplimentar,SARON SRL,MURES,Ludus,,saron.trf@yahoo.com,,0752553713,0742124468,1513808,,SARON,suplimentar,1
2109,suplimentar,SCHUSTER ECOSAL SRL,MURES,Sighisoara,,ecosal.sighisoara@gmail.com,,,,90325,,SCHUSTER ECOSAL,suplimentar,1
2110,suplimentar,SD GAS & POWER SRL,MURES,Tarnaveni,,,office@sdg.ro,0749143499,0745088983,4218189,,SD GAS POWER,suplimentar,1
2111,mures,SECURED SR SRL,MURES,Targu Mures,Degerat Manuela,office@legionguard.ro,receptie@secured-sr.ro,0733684250,0725827891,,,SECURED SR,mures,1
2112,suplimentar,SECURITECH ROM PROD SRL,MURES,Targu Mures,,office@securitechromprod.ro,csaba.darvas@securitechromprod.ro,0729142792,0729156553,3326026,,SECURITECH ROM PROD,suplimentar,1
2113,mures,SEFAR SRL,MURES,Sighisoara,Isenrich Raphael Markus Arnold,carmen.boca@sefar.com,,,,,,SEFAR,mures,1
2114,suplimentar,SEISIM SERV SRL,MURES,Acatari,,office@restaurantlyra.ro,restaurant_lyra@yahoo.com,0751585105,0749027726,1409392,,SEISIM SERV,suplimentar,1
2115,mures,SEIV INSTAL SRL,MURES,Targu Mures,Ungureanu Constantin,contact@seivinstal.ro,contact@aermures.ro,0722385116,0722385107,,,SEIV INSTAL,mures,1
2116,suplimentar,SEKA LTD COMPANY SRL,MURES,Reghin,,office@constructii-seka.ro,constructii.seka@gmail.com,0730580789,0729580789,1299693,,SEKA LTD COMPANY,suplimentar,1
2117,mures,SELECT CAZINO SRL,MURES,Targu Mures,Caraba Marius Constantin,karaba_maria@yahoo.com,,0740247577,,,,SELECT CAZINO,mures,1
2118,suplimentar,SEMTEST BVN SA,MURES,Sangeorgiu De Mures,,office@semtest-bvn.ro,contact@semtest-bvn.ro,0746173333,0731316210,59617,,SEMTEST BVN,suplimentar,1
2119,suplimentar,SENIN PRODEXP SRL,MURES,Targu Mures,,office@senin.ro,ormi@senin.ro,0744503011,0745529589,2278,,SENIN PRODEXP,suplimentar,1
2120,mures,SEPIMOB MURES SRL,MURES,Bogata,Sepsi Laszlo,,,,,,,SEPIMOB MURES,mures,1
2121,mures,SERELE DALIN SRL,MURES,Breaza,Cotoi Calin,office@sereledalin.ro,,0727529693,0740910662,,,SERELE DALIN,mures,1
2122,suplimentar,SERVICE ECHIPAMENTE INDUSTRIALE SRL,MURES,Tarnaveni,,,,,0752453529,3681763,,SERVICE ECHIPAMENTE INDUSTRIALE,suplimentar,1
2123,mures,SERVICE PP GUARD SRL,MURES,Targu Mures,Luca Ioan,servicepp_guard@yahoo.com,,0725201177,0748017823,,,SERVICE PP GUARD,mures,1
2124,mures,SERVICII TEHNICE COMUNALE SA,MURES,Sovata,Gheorghita Nicolae,stc@digicomm.ro,stcsancrai@yahoo.com,0786263699,0758052261,,,SERVICII TEHNICE COMUNALE,mures,1
2125,suplimentar,SIAS CLOTHING IND SRL,MURES,Targu Mures,,sias.ind@gmail.com,,0724053705,,18399,,SIAS CLOTHING IND,suplimentar,1
2126,mures,SIBA PACKAGING SRL,MURES,Reghin,Siko Janos,sales@sibapack.ro,,0787449184,0787532938,,,SIBA PACKAGING,mures,1
2127,suplimentar,SILCOM TREI SATE SRL,MURES,Trei Sate,,,,0769253922,0742013008,331487,,SILCOM TREI SATE,suplimentar,1
2128,suplimentar,SIMIMPEX SRL,MURES,Reghin,,contact@pansab.ro,,0751782463,0744345529,68537,,SIMIMPEX,suplimentar,1
2129,mures,SIRGOMBOS SECURITY SRL,MURES,Livezeni,Csillag Stefan Tiberiu,contact@gombos-security.ro,office@gombos-security.ro,0737227227,0737227174,,,SIRGOMBOS SECURITY,mures,1
2130,suplimentar,SIROD SRL,MURES,Targu Mures,,office@sirod.ro,,0728175871,0728175870,90310,,SIROD,suplimentar,1
2131,mures,SLF MEDIA SRL,MURES,Sancraiu De Mures,Cont Catalin Bogdan,contact@armura.ro,contact@fightshop.ro,0731014128,0727379077,,,SLF MEDIA,mures,1
2132,suplimentar,SMART DELIVERY SERVICES SRL,MURES,Targu Mures,,,,,,4027960,,SMART DELIVERY SERVICES,suplimentar,1
2133,mures,SMART SOFT SERV SRL,MURES,Reghin,Sulari Teodora Maria,office@smartsoft.ro,,0744530692,,,,SMART SOFT SERV,mures,1
2134,mures,SMARTDREAMERS SA,MURES,Targu Mures,Cernat Adrian Daniel,,,,,,,SMARTDREAMERS,mures,1
2135,suplimentar,SOCIETATEA DE FINANTARE RURALA FAER IFN SA,MURES,Reghin,,reghin@faer.ro,,0745372540,0740067627,1364103,,SOCIETATEA DE FINANTARE RURALA FAER IFN,suplimentar,1
2136,mures,SOCOT SA,MURES,Targu Mures,Cecan Simion,office@socot.ro,tehnic@socot.ro,,,,,SOCOT,mures,1
2137,suplimentar,SOLOMON PRODCOM SRL,MURES,Sangeorgiu De Mures,,solomonprodcom@yahoo.com,solomonprodcom@gmail.com,0742116704,0731323358,332023,,SOLOMON PRODCOM,suplimentar,1
2138,suplimentar,SONNENTOR SRL,MURES,Reghin,,office@sonnentor.ro,comenzi@sonnentor.ro,0741065679,0741065666,1397485,,SONNENTOR,suplimentar,1
2139,suplimentar,SORA INTERNATIONAL TRADE SHIPMENT SRL,MURES,Sovata,,office@motel-sora.ro,info@motel-sora.ro,0752040446,0744797924,161384,,SORA INTERNATIONAL TRADE SHIPMENT,suplimentar,1
2140,mures,SPQ NEW ACCESORII SRL,MURES,Targu Mures,Goktas Celil,office@sunnyplast.ro,contabilitate@sunnyplast.ro,0756100646,0756103101,,,SPQ NEW ACCESORII,mures,1
2141,mures,SPRINT DIESEL SRL,MURES,Targu Mures,Saiu Petru Eugen,sprintdiesel@yahoo.com,,0740130870,0743030654,,,SPRINT DIESEL,mures,1
2142,suplimentar,ST GIORGIA SRL,MURES,Targu Mures,,stgiorgia@yahoo.com,,0748151985,0758436526,2018932,,ST GIORGIA,suplimentar,1
2143,suplimentar,STEF MOL TRANSCOM SRL,MURES,Targu Mures,,,,0735404252,0728472808,1449206,,STEF MOL TRANSCOM,suplimentar,1
2144,suplimentar,STEFI REGALE SRL,MURES,Eremitu,,contact@stefiregale.ro,,0757118119,0754539620,3334124,,STEFI REGALE,suplimentar,1
2145,mures,STERA INDUSTRY SRL,MURES,Reghin,Burian Stelian Vasile,office@stera.ro,aprovizionare@stera.ro,0753024582,0744420353,,,STERA INDUSTRY,mures,1
2146,mures,STOMATER SERV COM SRL,MURES,Ludus,Ercean Cornel,stomater@yahoo.com,,0744619044,,,,STOMATER SERV COM,mures,1
2147,suplimentar,STONEFIT SRL,MURES,Ideciu De Jos,,scstonefitsrl@gmail.com,,0730087008,0745092954,1702847,,STONEFIT,suplimentar,1
2148,suplimentar,STORE RESTAURANTS SRL,MURES,Ludus,,,,,,3592486,,STORE RESTAURANTS,suplimentar,1
